房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
1室2厅1厨1卫,低楼层 (共19层),60.21㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,两梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖汇泉湾,清城区,石角,8305,50
1室2厅1厨1卫,高楼层 (共18层),59.41㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,7743,46
1室2厅1厨1卫,高楼层 (共17层),59.94㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,9343,56
2室2厅1厨1卫,低楼层 (共18层),80.74㎡,暂无数据,暂无数据,暂无数据,北,钢混结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美林湖怡景湾,清城区,清城,8670,70
3室2厅1厨2卫,低楼层 (共18层),142.76㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美汇半岛,清城区,清城,7846,112
3室2厅1厨2卫,高楼层 (共17层),141.42㎡,暂无数据,暂无数据,塔楼,西,未知结构,精装,三梯六户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,8486,120
1室2厅1厨1卫,低楼层 (共19层),59.55㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,7053,42
3室2厅1厨2卫,中楼层 (共18层),103㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,精装,两梯五户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天美小岛,清城区,清城,11651,120
2室2厅1厨1卫,低楼层 (共15层),81.11㎡,暂无数据,暂无数据,塔楼,东南,未知结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,9247,75
2室2厅1厨1卫,中楼层 (共18层),81.83㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美林湖怡景湾,清城区,清城,9532,78
2室2厅1厨1卫,高楼层 (共18层),84㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯五户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天美小岛,清城区,清城,10715,90
1室2厅1厨1卫,低楼层 (共19层),61㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,三梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 客户偿还,未上传房本照片,美汇半岛,清城区,清城,7378,45
3室2厅1厨2卫,低楼层 (共16层),143.05㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,精装,两梯六户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美汇半岛,清城区,清城,7690,110
3室2厅1厨2卫,低楼层 (共18层),136.87㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美林湖怡景湾,清城区,清城,8768,120
2室2厅1厨1卫,中楼层 (共18层),80.57㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,精装,两梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天琴半岛花语湾,清城区,清城,9930,80
2室2厅1厨1卫,中楼层 (共15层),77㎡,暂无数据,暂无数据,板塔结合,东北,钢混结构,精装,两梯六户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美湖花园,清城区,石角,8052,62
3室1厅1厨1卫,低楼层 (共17层),82㎡,暂无数据,暂无数据,塔楼,西,钢混结构,简装,两梯十二户,有,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 15万元 业主自还,未上传房本照片,名德幸福里,清城区,清城,7781,63.8
2室1厅1厨1卫,中楼层 (共16层),90㎡,暂无数据,暂无数据,板塔结合,西南,框架结构,简装,一梯八户,有,70年,2019/7/7,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,都市广场,清城区,新城,7889,71
2室2厅1厨1卫,低楼层 (共19层),76.15㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,三梯十二户,有,70年,2019/7/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖汇泉湾,清城区,石角,9193,70
3室2厅1厨2卫,中楼层 (共17层),143.7㎡,暂无数据,暂无数据,暂无数据,西 东南,未知结构,精装,两梯八户,有,70年,2019/7/7,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,美汇半岛,清城区,清城,12179,175
1室2厅1厨1卫,低楼层 (共19层),59.34㎡,暂无数据,暂无数据,塔楼,南 西南,钢混结构,精装,三梯十二户,有,70年,2019/7/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,7247,43
3室2厅1厨2卫,低楼层 (共30层),87.17㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,一梯六户,暂无数据,70年,2019/7/9,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 证在银行 客户偿还,未上传房本照片,骏豪花园,清新区,清新,7916,69
2室2厅1厨1卫,高楼层 (共18层),92㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,两梯五户,有,70年,2019/7/9,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,丽清花园,清城区,城西商贸区,8261,76
2室2厅1厨1卫,高楼层 (共23层),76.57㎡,暂无数据,暂无数据,板楼,南,框架结构,精装,两梯九户,有,70年,2019/7/9,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,清新商务大厦,清新区,清新,8228,63
2室2厅1厨1卫,高楼层 (共19层),78.2㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,三梯十二户,有,70年,2019/7/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主可自己还,未上传房本照片,美汇半岛,清城区,清城,9208,72
2室1厅1厨1卫,中楼层 (共26层),80.23㎡,暂无数据,暂无数据,平房,南,钢混结构,毛坯,两梯六户,有,70年,2019/7/10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,汇博美居广场二期,清城区,清城,7080,56.8
3室2厅1厨1卫,中楼层 (共24层),88㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯四户,有,70年,2019/7/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万商豪苑二期,清城区,城西商贸区,8523,75
3室2厅1厨2卫,低楼层 (共26层),125㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯三户,有,70年,2019/7/12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新亚君悦湾,清城区,城西商贸区,6800,85
3室2厅1厨2卫,高楼层 (共23层),103㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯四户,有,70年,2019/7/13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,汇丰花园,清城区,樵顺生活圈,8738,90
3室2厅1厨2卫,低楼层 (共27层),127.37㎡,暂无数据,暂无数据,暂无数据,东,钢混结构,毛坯,两梯四户,有,70年,2019/7/13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,锦安花园,清城区,清城,5732,73
2室2厅1厨1卫,低楼层 (共27层),79㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2019/7/13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7800,61.7
3室2厅1厨1卫,高楼层 (共5层),104㎡,暂无数据,暂无数据,暂无数据,东,框架结构,简装,一梯一户,无,70年,2019/7/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新城永安大厦,清城区,城西商贸区,4327,45
2室2厅1厨1卫,低楼层 (共11层),78.18㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,一梯四户,有,70年,2019/7/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下,清新区,清新,5373,42
3室2厅1厨2卫,低楼层 (共30层),112.19㎡,暂无数据,暂无数据,板塔结合,北,钢混结构,毛坯,四梯五户,有,70年,2019/7/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 邮政银行,未上传房本照片,好运来大厦,清城区,新城,7310,82
3室2厅1厨2卫,中楼层 (共13层),108.45㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯四户,有,70年,2019/7/16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,东城御峰花园,清城区,清城,7082,76.8
3室2厅1厨2卫,低楼层 (共32层),109.52㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/7/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7500,82.2
3室2厅1厨2卫,低楼层 (共26层),108㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,毛坯,两梯四户,有,70年,2019/7/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,汇丰花园,清城区,樵顺生活圈,8797,95
3室2厅1厨2卫,中楼层 (共30层),103.38㎡,暂无数据,暂无数据,塔楼,南,未知结构,毛坯,两梯四户,有,70年,2019/7/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 38万元 客户偿还,未上传房本照片,朝南维港半岛,清城区,新城,11125,115
2室2厅1厨1卫,高楼层 (共15层),107㎡,暂无数据,暂无数据,暂无数据,北,未知结构,精装,两梯四户,有,70年,2019/7/19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美林湖贝沙湾,清城区,石角,9346,100
2室2厅1厨1卫,高楼层 (共15层),110㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,两梯四户,有,70年,2019/7/19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美林湖贝沙湾,清城区,石角,8182,90
3室2厅1厨2卫,高楼层 (共31层),116㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 45万元,未上传房本照片,敏捷东城水岸,清城区,清城,8018,93
3室2厅1厨2卫,中楼层 (共26层),125.28㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,7663,96
3室2厅1厨2卫,中楼层 (共21层),110.73㎡,暂无数据,暂无数据,塔楼,北,框架结构,毛坯,两梯六户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,7948,88
3室2厅1厨2卫,高楼层 (共30层),128.84㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯三户,有,70年,2019/7/22,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,6986,90
2室2厅1厨1卫,高楼层 (共8层),66㎡,暂无数据,暂无数据,暂无数据,东 东南,未知结构,简装,一梯三户,暂无数据,70年,2019/7/25,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,玄真路41号,清新区,清新,4243,28
3室2厅1厨2卫,中楼层 (共28层),131.47㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,毛坯,两梯八户,有,70年,2019/7/25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,盛景观园,清城区,清城,5933,78
2室2厅1厨1卫,低楼层 (共27层),80.43㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,毛坯,两梯六户,有,70年,2019/7/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,8082,65
2室1厅1厨1卫,中楼层 (共31层),78.98㎡,暂无数据,暂无数据,暂无数据,西南,框架结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元 广州农商银行花都公益支行 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,6964,55
2室2厅1厨1卫,低楼层 (共17层),74.32㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 16万元 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,7132,53
3室2厅1厨2卫,高楼层 (共17层),89.63㎡,暂无数据,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,6806,61
1室2厅1厨1卫,中楼层 (共31层),57.04㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 17万元 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,6312,36
2室2厅1厨1卫,中楼层 (共31层),70.53㎡,暂无数据,暂无数据,暂无数据,西南,钢混结构,简装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,6948,49
1室1厅1厨1卫,中楼层 (共31层),58.25㎡,暂无数据,暂无数据,暂无数据,北,未知结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 花都农商行 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,7211,42
2室2厅1厨1卫,中楼层 (共31层),72.18㎡,暂无数据,暂无数据,暂无数据,东北,框架结构,简装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 抵押银行22万,未上传房本照片,嘉美小镇,清城区,龙塘,6512,47
2室2厅1厨1卫,中楼层 (共17层),74.32㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 16万元 客户偿还,未上传房本照片,嘉美小镇,清城区,龙塘,8006,59.5
2室2厅1厨1卫,高楼层 (共31层),77.31㎡,暂无数据,暂无数据,平房,东南,未知结构,简装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 广州花都农商行,未上传房本照片,嘉美小镇,清城区,龙塘,7503,58
2室2厅1厨1卫,低楼层 (共31层),77.64㎡,暂无数据,暂无数据,暂无数据,东北,框架结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 23万元 花都农商行 客户偿还,未上传房本照片,嘉美小镇,清城区,龙塘,7213,56
2室2厅1厨1卫,中楼层 (共18层),81.4㎡,暂无数据,暂无数据,暂无数据,东北,未知结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖水镇K区,清城区,清城,9214,75
2室2厅1厨1卫,中楼层 (共31层),80.53㎡,暂无数据,暂无数据,暂无数据,西南,框架结构,简装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 广州花都农商行,未上传房本照片,嘉美小镇,清城区,龙塘,7203,58
3室2厅1厨2卫,中楼层 (共9层),119㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯四户,有,70年,2019/7/28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,盛世家园A区,清新区,清城,5866,69.8
3室2厅1厨2卫,中楼层 (共34层),92.36㎡,暂无数据,暂无数据,平房,西南,钢混结构,简装,两梯六户,有,70年,2019/7/28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,时代倾城西区,清城区,清城,8229,76
3室2厅1厨2卫,中楼层 (共35层),104.12㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019/7/29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,万科华府,清城区,新城,9893,103
3室2厅1厨2卫,中楼层 (共18层),107㎡,暂无数据,暂无数据,平房,东南,钢混结构,精装,两梯四户,有,70年,2019/7/29,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元 按揭欠30万 客户偿还,未上传房本照片,美湖花园,清城区,石角,9066,97
2室1厅1厨1卫,高楼层 (共7层),42㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有,70年,2019/8/2,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,丽都花城,清城区,横荷,8524,35.8
3室2厅1厨2卫,高楼层 (共30层),92.39㎡,暂无数据,75.32㎡,平房,西南,混合结构,简装,两梯六户,有,70年,2019/8/3,商品房,2018/4/28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,时代倾城西区,清城区,清城,9309,86
3室2厅1厨2卫,中楼层 (共8层),110㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,一梯两户,无,70年,2019/8/4,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,松鹤苑,清城区,清城,6091,67
3室2厅1厨1卫,中楼层 (共7层),70㎡,暂无数据,暂无数据,暂无数据,北,未知结构,简装,一梯两户,暂无数据,70年,2019/8/4,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,庙园二街,清城区,清城,3143,22
3室2厅1厨1卫,中楼层 (共8层),61㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯四户,暂无数据,70年,2019/8/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,商业街,清新区,清新,5902,36
2室2厅1厨1卫,低楼层 (共31层),70.53㎡,暂无数据,暂无数据,平房,西南,未知结构,简装,两梯六户,有,70年,2019/8/9,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 广州花都农商行,未上传房本照片,嘉美小镇,清城区,龙塘,7373,52
2室1厅1厨1卫,低楼层 (共22层),66㎡,暂无数据,暂无数据,平房,北,钢混结构,毛坯,一梯五户,暂无数据,70年,2019/8/9,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,凯旋城,清新区,清新,10076,66.5
2室2厅1厨1卫,低楼层 (共27层),70㎡,暂无数据,暂无数据,塔楼,北,框架结构,毛坯,三梯十四户,有,70年,2019/8/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万邦中心,清城区,樵顺生活圈,8572,60
2室2厅2厨1卫,中楼层 (共26层),80㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/8/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新中美·帝景湾花园,清城区,清城,8000,64
3室2厅2厨1卫,高楼层 (共26层),80㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/8/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新中美·帝景湾花园,清城区,清城,7125,57
2室2厅1厨1卫,低楼层 (共32层),80.39㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/8/13,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7464,60
3室2厅1厨2卫,中楼层 (共23层),109.46㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,毛坯,两梯五户,有,70年,2019/8/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,汇丰花园,清城区,樵顺生活圈,8954,98
3室2厅1厨2卫,高楼层 (共31层),127㎡,暂无数据,暂无数据,塔楼,东南 南,钢混结构,毛坯,三梯六户,有,70年,2019/8/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,10000,127
2室1厅1厨1卫,中楼层 (共27层),48.1㎡,暂无数据,暂无数据,塔楼,西南,框架结构,毛坯,三梯十四户,有,70年,2019/8/19,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万邦中心,清城区,樵顺生活圈,8317,40
2室2厅1厨1卫,中楼层 (共26层),80㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯六户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新中美·帝景湾花园,清城区,清城,7250,58
3室2厅1厨2卫,高楼层 (共25层),125㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯五户,有,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8560,107
2室1厅1厨1卫,中楼层 (共27层),48㎡,暂无数据,暂无数据,塔楼,南,框架结构,毛坯,三梯十四户,有,70年,2019/8/23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万邦中心,清城区,樵顺生活圈,8334,40
2室1厅1厨1卫,中楼层 (共27层),70㎡,暂无数据,暂无数据,塔楼,东北,框架结构,毛坯,三梯十四户,有,70年,2019/8/23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万邦中心,清城区,樵顺生活圈,8286,58
3室2厅1厨2卫,高楼层 (共27层),136.5㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯五户,有,70年,2019/8/24,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 25万元 客户偿还,未上传房本照片,天湖郦都,清城区,樵顺生活圈,7913,108
2室2厅1厨1卫,低楼层 (共31层),82.32㎡,暂无数据,暂无数据,板塔结合,北 东北,框架结构,精装,两梯五户,有,70年,2019/8/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,海伦春天,清城区,横荷,8018,66
2室2厅1厨1卫,高楼层 (共26层),80.1㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/8/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新中美·帝景湾花园,清城区,清城,7366,59
2室2厅1厨1卫,高楼层 (共27层),79㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯六户,有,70年,2019/8/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7975,63
3室2厅1厨2卫,低楼层 (共27层),126.49㎡,暂无数据,暂无数据,暂无数据,北,钢混结构,毛坯,两梯四户,有,70年,2019/8/28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,锦安花园,清城区,清城,5930,75
2室2厅1厨1卫,中楼层 (共31层),71㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,两梯五户,有,70年,2019/8/29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,和富一品,清城区,清城,8451,60
1室2厅1厨1卫,低楼层 (共31层),57.3㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,简装,两梯六户,有,70年,2019/9/1,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,嘉美小镇,清城区,龙塘,6981,40
2室1厅1厨1卫,中楼层 (共7层),49㎡,暂无数据,49㎡,板塔结合,南,钢混结构,简装,一梯两户,暂无数据,70年,2019/9/5,商品房,2019/9/5,普通住宅,未满两年,非共有,无抵押,已上传房本照片,华中路右一巷3号,清城区,城西商贸区,4490,22
1室2厅1厨1卫,低楼层 (共19层),60㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,三梯十二户,有,70年,2019/9/7,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,7500,45
3室2厅1厨2卫,低楼层 (共31层),112㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,三梯六户,有,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8929,100
1室1厅1厨1卫,低楼层 (共23层),47.46㎡,暂无数据,47.45㎡,板楼,南,框架结构,精装,两梯九户,有,70年,2019/9/22,商品房,2018/5/10,普通住宅,未满两年,非共有,有抵押,已上传房本照片,清新商务大厦,清新区,清新,6532,31
1室1厅1厨1卫,高楼层 (共30层),46㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯二十四户,有,70年,2019/9/23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,胜利茶博城,清城区,城西商贸区,7827,36
3室2厅1厨1卫,中楼层 (共7层),92.27㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯五户,暂无数据,70年,2019/11/2,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 10万元 中国银行 客户偿还,未上传房本照片,名都世家,清城区,清城,5831,53.8
3室2厅1厨2卫,低楼层 (共31层),123.98㎡,暂无数据,100.88㎡,塔楼,南 北,框架结构,毛坯,两梯六户,有,70年,2019/4/10,商品房,2016/10/17,普通住宅,满两年,共有,有抵押 28万元 客户偿还,已上传房本照片,城市花园海棠苑,清城区,新城,8792,109
3室2厅1厨2卫,中楼层 (共30层),147.29㎡,暂无数据,暂无数据,平房,东北,钢混结构,毛坯,两梯四户,有,70年,2019/4/24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,朝南凯旋汇,清城区,新城,7333,108
3室2厅1厨2卫,高楼层 (共33层),118.17㎡,暂无数据,98.66㎡,塔楼,东北,钢混结构,毛坯,三梯七户,有,70年,2019/6/14,商品房,2013/12/31,普通住宅,满五年,共有,无抵押,已上传房本照片,朝南维港半岛,清城区,新城,9648,114
3室2厅1厨2卫,高楼层 (共12层),107.45㎡,暂无数据,暂无数据,平房,西北,砖混结构,毛坯,一梯四户,有,70年,2019/7/9,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东城御峰花园,清城区,清城,7167,77
3室2厅1厨2卫,高楼层 (共26层),109㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,70年,2019/8/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南维港半岛,清城区,新城,10643,116
4室3厅1厨3卫,低楼层 (共3层),227㎡,,暂无数据,,北,未知结构,毛坯,,,70年,2019/8/20,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,6168,140
